Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Beijing,PM2.5 - Principal,2015-01-01 01:00 AM,2015,01,01,01,18.6,65,Moderate,22.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-01 02:00 AM,2015,01,01,02,13.8,55,Moderate,9.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-01 03:00 AM,2015,01,01,03,11.4,48,Good,9.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-01 04:00 AM,2015,01,01,04,12.2,51,Moderate,13.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-01 05:00 AM,2015,01,01,05,11.1,46,Good,10.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-01 06:00 AM,2015,01,01,06,8.5,35,Good,6.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-01 07:00 AM,2015,01,01,07,8.2,34,Good,8.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-01 08:00 AM,2015,01,01,08,12.6,52,Moderate,17.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-01 09:00 AM,2015,01,01,09,11.8,49,Good,11.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-01 10:00 AM,2015,01,01,10,22.4,73,Moderate,33.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-01 11:00 AM,2015,01,01,11,29.7,88,Moderate,37.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-01 12:00 PM,2015,01,01,12,34.8,99,Moderate,40.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-01 01:00 PM,2015,01,01,13,48.9,134,Unhealthy for Sensitive Groups,63.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-01 02:00 PM,2015,01,01,14,55.4,150,Unhealthy for Sensitive Groups,62.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-01 03:00 PM,2015,01,01,15,49.7,136,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-01 04:00 PM,2015,01,01,16,48.8,134,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-01 05:00 PM,2015,01,01,17,49.9,136,Unhealthy for Sensitive Groups,51.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-01 06:00 PM,2015,01,01,18,65.9,156,Unhealthy,82.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-01 07:00 PM,2015,01,01,19,76.4,162,Unhealthy,87.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-01 08:00 PM,2015,01,01,20,91.2,169,Unhealthy,106.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-01 09:00 PM,2015,01,01,21,107.1,178,Unhealthy,123.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-01 10:00 PM,2015,01,01,22,121.5,185,Unhealthy,136.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-01 11:00 PM,2015,01,01,23,130.3,190,Unhealthy,139.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-02 12:00 AM,2015,01,02,00,142.1,196,Unhealthy,154.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-02 01:00 AM,2015,01,02,01,134.0,192,Unhealthy,126.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-02 02:00 AM,2015,01,02,02,116.0,182,Unhealthy,98.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-02 03:00 AM,2015,01,02,03,91.0,169,Unhealthy,66.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-02 04:00 AM,2015,01,02,04,68.0,157,Unhealthy,45.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-02 05:00 AM,2015,01,02,05,48.0,132,Unhealthy for Sensitive Groups,28.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-02 06:00 AM,2015,01,02,06,29.9,88,Moderate,12.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-02 07:00 AM,2015,01,02,07,20.9,70,Moderate,12.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-02 08:00 AM,2015,01,02,08,18.4,64,Moderate,16.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-02 09:00 AM,2015,01,02,09,15.7,59,Moderate,13.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-02 10:00 AM,2015,01,02,10,19.8,67,Moderate,24.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-02 11:00 AM,2015,01,02,11,26.9,82,Moderate,34.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-02 12:00 PM,2015,01,02,12,19.9,67,Moderate,13.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-02 01:00 PM,2015,01,02,13,19.4,66,Moderate,19.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-02 02:00 PM,2015,01,02,14,22.7,73,Moderate,26.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-02 03:00 PM,2015,01,02,15,24.3,77,Moderate,26.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-02 04:00 PM,2015,01,02,16,32.6,94,Moderate,41.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-02 05:00 PM,2015,01,02,17,58.8,153,Unhealthy,85.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-02 06:00 PM,2015,01,02,18,83.4,165,Unhealthy,108.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-02 07:00 PM,2015,01,02,19,85.2,166,Unhealthy,87.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-02 08:00 PM,2015,01,02,20,93.6,171,Unhealthy,102.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-02 09:00 PM,2015,01,02,21,105.3,177,Unhealthy,117.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-02 10:00 PM,2015,01,02,22,115.1,182,Unhealthy,125.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-02 11:00 PM,2015,01,02,23,130.1,190,Unhealthy,145.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-03 12:00 AM,2015,01,03,00,143.5,196,Unhealthy,157.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-03 01:00 AM,2015,01,03,01,153.3,204,Very Unhealthy,163.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-03 02:00 AM,2015,01,03,02,164.6,215,Very Unhealthy,176.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-03 03:00 AM,2015,01,03,03,178.8,229,Very Unhealthy,193.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-03 04:00 AM,2015,01,03,04,188.4,239,Very Unhealthy,198.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-03 05:00 AM,2015,01,03,05,201.2,251,Very Unhealthy,214.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-03 06:00 AM,2015,01,03,06,211.6,262,Very Unhealthy,222.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-03 07:00 AM,2015,01,03,07,210.3,260,Very Unhealthy,209.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-03 08:00 AM,2015,01,03,08,205.6,256,Very Unhealthy,201.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-03 09:00 AM,2015,01,03,09,193.9,244,Very Unhealthy,179.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-03 10:00 AM,2015,01,03,10,186.2,236,Very Unhealthy,169.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-03 11:00 AM,2015,01,03,11,173.2,223,Very Unhealthy,147.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-03 12:00 PM,2015,01,03,12,168.0,218,Very Unhealthy,158.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-03 01:00 PM,2015,01,03,13,168.7,219,Very Unhealthy,170.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-03 02:00 PM,2015,01,03,14,173.2,223,Very Unhealthy,182.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-03 03:00 PM,2015,01,03,15,172.7,223,Very Unhealthy,172.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-03 04:00 PM,2015,01,03,16,174.4,225,Very Unhealthy,178.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-03 05:00 PM,2015,01,03,17,180.6,231,Very Unhealthy,193.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-03 06:00 PM,2015,01,03,18,190.7,241,Very Unhealthy,214.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-03 07:00 PM,2015,01,03,19,212.5,262,Very Unhealthy,241.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-03 08:00 PM,2015,01,03,20,236.2,286,Very Unhealthy,262.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-03 09:00 PM,2015,01,03,21,248.7,298,Very Unhealthy,264.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-03 10:00 PM,2015,01,03,22,278.7,329,Hazardous,305.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2015-01-03 11:00 PM,2015,01,03,23,283.4,334,Hazardous,290.0,UG/M3,1 Hr,Valid
