Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Beijing,PM2.5 - Principal,2011-01-01 01:00 AM,2011,01,01,01,20.0,68,Moderate,-47.0,UG/M3,1 Hr,Invalid
Beijing,PM2.5 - Principal,2011-01-01 02:00 AM,2011,01,01,02,20.0,68,Moderate,-47.0,UG/M3,1 Hr,Invalid
Beijing,PM2.5 - Principal,2011-01-01 03:00 AM,2011,01,01,03,20.0,68,Moderate,-47.0,UG/M3,1 Hr,Invalid
Beijing,PM2.5 - Principal,2011-01-01 04:00 AM,2011,01,01,04,-999.0,-999,N/A,-47.0,UG/M3,1 Hr,Invalid
Beijing,PM2.5 - Principal,2011-01-01 05:00 AM,2011,01,01,05,-999.0,-999,N/A,-47.0,UG/M3,1 Hr,Invalid
Beijing,PM2.5 - Principal,2011-01-01 06:00 AM,2011,01,01,06,-999.0,-999,N/A,-47.0,UG/M3,1 Hr,Invalid
Beijing,PM2.5 - Principal,2011-01-01 07:00 AM,2011,01,01,07,-999.0,-999,N/A,-47.0,UG/M3,1 Hr,Invalid
Beijing,PM2.5 - Principal,2011-01-01 08:00 AM,2011,01,01,08,-999.0,-999,N/A,-47.0,UG/M3,1 Hr,Invalid
Beijing,PM2.5 - Principal,2011-01-01 09:00 AM,2011,01,01,09,-999.0,-999,N/A,-47.0,UG/M3,1 Hr,Invalid
Beijing,PM2.5 - Principal,2011-01-01 10:00 AM,2011,01,01,10,-999.0,-999,N/A,-47.0,UG/M3,1 Hr,Invalid
Beijing,PM2.5 - Principal,2011-01-01 11:00 AM,2011,01,01,11,-999.0,-999,N/A,-47.0,UG/M3,1 Hr,Invalid
Beijing,PM2.5 - Principal,2011-01-01 12:00 PM,2011,01,01,12,-999.0,-999,N/A,-47.0,UG/M3,1 Hr,Invalid
Beijing,PM2.5 - Principal,2011-01-01 01:00 PM,2011,01,01,13,-999.0,-999,N/A,-47.0,UG/M3,1 Hr,Invalid
Beijing,PM2.5 - Principal,2011-01-01 02:00 PM,2011,01,01,14,-999.0,-999,N/A,-47.0,UG/M3,1 Hr,Invalid
Beijing,PM2.5 - Principal,2011-01-01 03:00 PM,2011,01,01,15,-999.0,-999,N/A,-47.0,UG/M3,1 Hr,Invalid
Beijing,PM2.5 - Principal,2011-01-01 04:00 PM,2011,01,01,16,-999.0,-999,N/A,-47.0,UG/M3,1 Hr,Invalid
Beijing,PM2.5 - Principal,2011-01-01 05:00 PM,2011,01,01,17,-999.0,-999,N/A,-47.0,UG/M3,1 Hr,Invalid
Beijing,PM2.5 - Principal,2011-01-01 06:00 PM,2011,01,01,18,-999.0,-999,N/A,-47.0,UG/M3,1 Hr,Invalid
Beijing,PM2.5 - Principal,2011-01-01 07:00 PM,2011,01,01,19,-999.0,-999,N/A,-47.0,UG/M3,1 Hr,Invalid
Beijing,PM2.5 - Principal,2011-01-01 08:00 PM,2011,01,01,20,-999.0,-999,N/A,-47.0,UG/M3,1 Hr,Invalid
Beijing,PM2.5 - Principal,2011-01-01 09:00 PM,2011,01,01,21,-999.0,-999,N/A,-47.0,UG/M3,1 Hr,Invalid
Beijing,PM2.5 - Principal,2011-01-01 10:00 PM,2011,01,01,22,-999.0,-999,N/A,-47.0,UG/M3,1 Hr,Invalid
Beijing,PM2.5 - Principal,2011-01-01 11:00 PM,2011,01,01,23,-999.0,-999,N/A,-47.0,UG/M3,1 Hr,Invalid
Beijing,PM2.5 - Principal,2011-01-02 12:00 AM,2011,01,02,00,-999.0,-999,N/A,36.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2011-01-02 01:00 AM,2011,01,02,01,33.3,96,Moderate,31.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2011-01-02 02:00 AM,2011,01,02,02,25.9,80,Moderate,20.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2011-01-02 03:00 AM,2011,01,02,03,22.2,72,Moderate,19.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2011-01-02 04:00 AM,2011,01,02,04,19.9,67,Moderate,18.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2011-01-02 05:00 AM,2011,01,02,05,18.4,64,Moderate,17.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2011-01-02 06:00 AM,2011,01,02,06,16.2,60,Moderate,14.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2011-01-02 07:00 AM,2011,01,02,07,15.0,57,Moderate,14.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2011-01-02 08:00 AM,2011,01,02,08,18.5,64,Moderate,22.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2011-01-02 09:00 AM,2011,01,02,09,20.2,68,Moderate,22.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2011-01-02 10:00 AM,2011,01,02,10,22.6,73,Moderate,25.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2011-01-02 11:00 AM,2011,01,02,11,23.3,75,Moderate,24.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2011-01-02 12:00 PM,2011,01,02,12,27.1,83,Moderate,31.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2011-01-02 01:00 PM,2011,01,02,13,32.0,93,Moderate,37.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2011-01-02 02:00 PM,2011,01,02,14,33.5,96,Moderate,35.0,UG/M3,1 Hr,Valid
Beijing,PM2.5 - Principal,2011-01-02 03:00 PM,2011,01,02,15,32.7,94,Moderate,32.0,UG/M3,1 Hr,Valid
